ID	NAME	CLONE_ID	5ACC	3ACC	GB_LIST
7102	SID  416500, ESTs [5':W86943, 3':W86912]	IMAGE:416500	W86943	W86912	W86943,W86912
7103	SID  416151, Human Clk-associated RS cyclophilin CARS-Cyp mRNA, complete cds [5':, 3':W86037]	IMAGE:416151		W86037	W86037
7104	SID W 416347, ERYTHROCYTE PLASMA MEMBRANE 50 KD GLYCOPROTEIN [5':W86154, 3':W86155]	IMAGE:416347	W86154	W86155	W86154,W86155
7105	SID W 416477, Thymidylate synthase [5':W86939, 3':W86907]	IMAGE:416477	W86939	W86907	W86939,W86907
7106	SID  416513, ZINC FINGER PROTEIN HRX [5':, 3':W86965]	IMAGE:416513		W86965	W86965
7107	GCKR Glucokinase regulator Chr.2 [416353, (I), 5':, 3':W86849]	IMAGE:416353		W86849	W86849
7108	SID  416386,  [5':, 3':W86859]	IMAGE:416386		W86859	W86859
7109	SID  416284, Human mRNA for KIAA0137 gene, complete cds [5':, 3':W86102]	IMAGE:416284		W86102	W86102
7110	IFNAR2 Interferon (alpha, beta and omega) receptor 2 Chr.21 [416435, (I), 5':, 3':W86827]	IMAGE:416435		W86827	W86827
7111	SID W 416267, ESTs, Highly  similar to UBIQUITIN-CONJUGATING ENZYME E2-17 KD [Caenorhabditis elegans] [5':W86132, 3':W86098]	IMAGE:416267	W86132	W86098	W86132,W86098
7112	SID W 416159, Cytochrome P450 reductase [human, placenta, mRNA Partial, 2403 nt] [5':W86077, 3':W86078]	IMAGE:416159	W86077	W86078	W86077,W86078
7113	SID W 416264, ESTs, Weakly similar to ALBUMIN B-32 PROTEIN [Zea mays] [5':W86128, 3':W86148]	IMAGE:416264	W86128	W86148	W86128,W86148
7114	SID W 416287, FKBP-RAPAMYCIN ASSOCIATED PROTEIN [5':W86136, 3':W86166]	IMAGE:416287	W86136	W86166	W86136,W86166
7115	SID  416406, ESTs, Highly  similar to COMPLEMENT RECEPTOR TYPE 2 PRECURSOR [Homo sapiens] [5':, 3':W86869]	IMAGE:416406		W86869	W86869
7116	 Human frezzled (fre) mRNA, complete cds Chr.2 [416332, (I), 5':, 3':W86836]	IMAGE:416332		W86836	W86836
7117	SID  416184, ESTs, Highly  similar to G2/MITOTIC-SPECIFIC CYCLIN B2 [Mesocricetus auratus] [5':, 3':W86050]	IMAGE:416184		W86050	W86050
7118	SID  416245, ESTs, Weakly similar to HYPOTHETICAL 32.0 KD PROTEIN IN SAP190-SPO14 INTERGENIC REGION [Saccharo [5':, 3':W86144]	IMAGE:416245		W86144	W86144
7119	SID W 416230, Peroxisomal membrane protein 3 (35kD, Zellweger syndrome) [5':W86121, 3':W86122]	IMAGE:416230	W86121	W86122	W86121,W86122
7120	SID W 416518, ESTs, Weakly similar to No definition line found [C.elegans] [5':W86963, 3':W86964]	IMAGE:416518	W86963	W86964	W86963,W86964
7121	SID  416502, ESTs [5':W86944, 3':W86913]	IMAGE:416502	W86944	W86913	W86944,W86913
7122	SID  416337, ESTs [5':, 3':W86841]	IMAGE:416337		W86841	W86841
7123	SID  416368, ESTs, Weakly similar to HYPOTHETICAL 96.8 KD PROTEIN IN SIS2-MTD1 INTERGENIC REGION [S.cerevisia [5':, 3':W86158]	IMAGE:416368		W86158	W86158
7124	 ESTs, Highly  similar to PHENYLALANYL-TRNA SYNTHETASE MITOCHONDRIAL PRECURSOR [Saccharomyces cer Chr.6 [416414, (IE), 5':, 3':W86873]	IMAGE:416414		W86873	W86873
7125	 Human mRNA for KIAA0320 gene, partial cds Chr.15 [416409, (R), 5':, 3':W86876]	IMAGE:416409		W86876	W86876
7126	SID  416503, ESTs [5':, 3':W86920]	IMAGE:416503		W86920	W86920
7127	SID  416227, ESTs [5':, 3':W86124]	IMAGE:416227		W86124	W86124
7128	 ESTs Chr.11 [416177, (I), 5':, 3':W86081]	IMAGE:416177		W86081	W86081
7129	 ESTs, Weakly similar to coded for by C. elegans cDNA yk157f8.5 [C.elegans] Chr.1 [416436, (I), 5':, 3':W86823]	IMAGE:416436		W86823	W86823
7130	SID  416322, Human mRNA for KIAA0321 gene, partial cds [5':, 3':W85848]	IMAGE:416322		W85848	W85848
7131	SID  416242, ESTs [5':, 3':W85855]	IMAGE:416242		W85855	W85855
7132	SID  416213, ESTs [5':W85925, 3':W86011]	IMAGE:416213	W85925	W86011	W85925,W86011
7133	SID W 416200, Homo sapiens tumor-suppressing subchromosomal transferable fragment 1 (TSSC1) mRNA, complete cds [5':W86104, 3':W86105]	IMAGE:416200	W86104	W86105	W86104,W86105
7134	 ESTs Chr.3 [416155, (IR), 5':W85934, 3':W86075]	IMAGE:416155	W85934	W86075	W85934,W86075
7135	 ESTs Chr.4 [416422, (I), 5':, 3':W86178]	IMAGE:416422		W86178	W86178
7136	SID  416283, ESTs [5':W86135, 3':W86164]	IMAGE:416283	W86135	W86164	W86135,W86164
7137	SID W 416621, Human mRNA for RNA helicase (HRH1), complete cds [5':W86534, 3':W86627]	IMAGE:416621	W86534	W86627	W86534,W86627
7138	SID  416688, Human chromosome 17q21 mRNA clone LF113 [5':, 3':W86481]	IMAGE:416688		W86481	W86481
7139	 Human mRNA for KIAA0026 gene, complete cds Chr.X [416814, (IW), 5':W87273, 3':W86782]	IMAGE:416814	W87273	W86782	W87273,W86782
7140	 INTERFERON-GAMMA RECEPTOR ALPHA CHAIN PRECURSOR Chr.6 [416734, (I), 5':W86570, 3':W86720]	IMAGE:416734	W86570	W86720	W86570,W86720
7141	SID W 416890, Complement component 8, alpha polypeptide [5':W87334, 3':W86807]	IMAGE:416890	W87334	W86807	W87334,W86807
7142	 GLYCOPROTEIN HORMONES ALPHA CHAIN PRECURSOR Chr.6 [416799, (IW), 5':W86567, 3':W86681]	IMAGE:416799	W86567	W86681	W86567,W86681
7143	SID  416569, Transthyretin (prealbumin, amyloidosis type I) [5':W86813, 3':W86999]	IMAGE:416569	W86813	W86999	W86813,W86999
7144	HAL Histidine ammonia-lyase Chr.12 [416803, (R), 5':W86775, 3':W86776]	IMAGE:416803	W86775	W86776	W86775,W86776
7145	 Human mRNA for KIAA0062 gene, partial cds Chr.8 [416755, (I), 5':, 3':W86733]	IMAGE:416755		W86733	W86733
7146	MFAP2 Microfibrillar-associated protein 2 Chr.1 [416571, (I), 5':W86814, 3':W87000]	IMAGE:416571	W86814	W87000	W86814,W87000
7147	 Human mRNA for KIAA0184 gene, partial cds Chr.2 [416634, (IW), 5':W86553, 3':W86554]	IMAGE:416634	W86553	W86554	W86553,W86554
7148	SID  416896, H.sapiens mRNA for CCAAT/enhancer binding protein alpha [5':, 3':W87364]	IMAGE:416896		W87364	W87364
7149	SID  416565, ESTs, Highly  similar to PUTATIVE ATP-DEPENDENT RNA HELICASE C31A2.07C [Schizosaccharomyces pomb [5':, 3':W86429]	IMAGE:416565		W86429	W86429
7150	SID  416665, Homo sapiens herpesvirus entry protein B (HVEB) mRNA, complete cds [5':W86439, 3':W86506]	IMAGE:416665	W86439	W86506	W86439,W86506
7151	PTB Polypyrimidine tract binding protein (hnRNP I) {alternative products} Chr.11 [416831, (E), 5':, 3':W87409]	IMAGE:416831		W87409	W87409
7152	 ESTs, Weakly similar to HYPOTHETICAL 63.5 KD PROTEIN ZK353.1 IN CHROMOSOME III [C.elegans] Chr.2 [416627, (R), 5':W86537, 3':W86630]	IMAGE:416627	W86537	W86630	W86537,W86630
7153	SID W 416815, ESTs [5':W87289, 3':W86790]	IMAGE:416815	W87289	W86790	W87289,W86790
7154	SID W 416864, ESTs, Highly  similar to HYPOTHETICAL 115.4 KD PROTEIN ZK757.3 IN CHROMOSOME III [Caenorhabditis [5':W87323, 3':W86751]	IMAGE:416864	W87323	W86751	W87323,W86751
7155	SID W 416820, ESTs, Highly  similar to INTERFERON-INDUCED 56 KD PROTEIN [Homo sapiens] [5':W87286, 3':W86785]	IMAGE:416820	W87286	W86785	W87286,W86785
7156	PCI Protein C inhibitor Chr.14 [416567, (R), 5':W86430, 3':W86431]	IMAGE:416567	W86430	W86431	W86430,W86431
7157	RCH1 RAG (recombination activating gene) cohort 1 Chr.17 [416715, (DW), 5':W86691, 3':W86618]	IMAGE:416715	W86691	W86618	W86691,W86618
7158	SID W 416854, Secretory granule, neuroendocrine protein 1 (7B2 protein) [5':W87276, 3':W87277]	IMAGE:416854	W87276	W87277	W87276,W87277
7159	SID  416875,  [5':W87360, 3':W87361]	IMAGE:416875	W87360	W87361	W87360,W87361
7160	 Human 54 kDa progesterone receptor-associated immunophilin FKBP54 mRNA, partial cds Chr.6 [416833, (IRW), 5':W87312, 3':W86653]	IMAGE:416833	W87312	W86653	W87312,W86653
7161	SID W 416848, ESTs [5':W87410, 3':W87411]	IMAGE:416848	W87410	W87411	W87410,W87411
7162	 ESTs Chr.6 [416762, (IW), 5':W86712, 3':W86579]	IMAGE:416762	W86712	W86579	W86712,W86579
7163	 ESTs Chr.6 [416632, (I), 5':W86640, 3':W86552]	IMAGE:416632	W86640	W86552	W86640,W86552
7164	 Human transformer-2 alpha (htra-2 alpha) mRNA, complete cds Chr.7 [416595, (IE), 5':, 3':W87005]	IMAGE:416595		W87005	W87005
7165	SID W 416860, ESTs, Weakly similar to D2045.9 [C.elegans] [5':W87321, 3':W86749]	IMAGE:416860	W87321	W86749	W87321,W86749
7166	SID W 416737, Homo sapiens clone 24592 mRNA sequence [5':W86705, 3':W86571]	IMAGE:416737	W86705	W86571	W86705,W86571
7167	 ESTs Chr.5 [416842, (D), 5':W87309, 3':W86798]	IMAGE:416842	W87309	W86798	W87309,W86798
7168	 ESTs Chr.10 [416704, (IW), 5':W86597, 3':W86598]	IMAGE:416704	W86597	W86598	W86597,W86598
7169	SID  416835, ESTs [5':W87313, 3':W86654]	IMAGE:416835	W87313	W86654	W87313,W86654
7170	SID W 416810, Human mRNA for KIAA0232 gene, complete cds [5':W87272, 3':W86780]	IMAGE:416810	W87272	W86780	W87272,W86780
7171	SID W 416636, Homo sapiens protein activator of the interferon-induced protein kinase (PACT) mRNA, complete cd [5':W86555, 3':W86556]	IMAGE:416636	W86555	W86556	W86555,W86556
7172	 ESTs Chr.6 [416847, (I), 5':W87318, 3':W86659]	IMAGE:416847	W87318	W86659	W87318,W86659
7173	SID  416655, Human AP-3 complex delta subunit mRNA, complete cds [5':W86433, 3':W86477]	IMAGE:416655	W86433	W86477	W86433,W86477
7174	SID  416761, ESTs [5':W86718, 3':W86645]	IMAGE:416761	W86718	W86645	W86718,W86645
7175	SID  416849, ESTs [5':, 3':W87278]	IMAGE:416849		W87278	W87278
7176	SID W 416630, ESTs [5':W86500, 3':W86624]	IMAGE:416630	W86500	W86624	W86500,W86624
7177	SID W 416647, H.sapiens mRNA for M-phase phosphoprotein, mpp6 [5':W86550, 3':W86473]	IMAGE:416647	W86550	W86473	W86550,W86473
7178	 ESTs, Weakly similar to 50S RIBOSOMAL PROTEIN L9 [E.coli] Chr.1 [416796, (IEW), 5':W86531, 3':W86675]	IMAGE:416796	W86531	W86675	W86531,W86675
7179	 Homo sapiens chromosome 7q22 sequence Chr.7 [416652, (IW), 5':W86545, 3':W86449]	IMAGE:416652	W86545	W86449	W86545,W86449
7180	SID  416749, Homo sapiens Gx protein (GX) mRNA, complete cds [5':, 3':W86576]	IMAGE:416749		W86576	W86576
7181	 ESTs Chr.3 [416580, (I), 5':, 3':W86998]	IMAGE:416580		W86998	W86998
7182	 Human mRNA for KIAA0338 gene, partial cds Chr.20 [416729, (IW), 5':W86721, 3':W86722]	IMAGE:416729	W86721	W86722	W86721,W86722
7183	 ESTs Chr.4 [416855, (R), 5':, 3':W87281]	IMAGE:416855		W87281	W87281
7184	SID W 417270, Glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1) [5':W87835, 3':W87756]	IMAGE:417270	W87835	W87756	W87835,W87756
7185	AHR AH-receptor Chr.7 [417287, (IE), 5':, 3':W87899]	IMAGE:417287		W87899	W87899
7186	SID W 417062, VITAMIN K-DEPENDENT PROTEIN Z PRECURSOR [5':W87897, 3':W87606]	IMAGE:417062	W87897	W87606	W87897,W87606
7187	MYC V-myc avian myelocytomatosis viral oncogene homolog Chr.8 [417226, (DIRW), 5':W87861, 3':W87741]	IMAGE:417226	W87861	W87741	W87861,W87741
7188	SID W 417018, MONOCYTE DIFFERENTIATION ANTIGEN CD14 PRECURSOR [5':W87269, 3':W87270]	IMAGE:417018	W87269	W87270	W87269,W87270
7189	APEX APEX nuclease (multifunctional DNA repair enzyme) Chr.14 [417124, (IE), 5':W87560, 3':W87464]	IMAGE:417124	W87560	W87464	W87560,W87464
7190	SID  417017,  [5':W87340, 3':W87341]	IMAGE:417017	W87340	W87341	W87340,W87341
7191	SURF1 Surfeit 1 Chr.9 [417160, (IW), 5':W87651, 3':W87652]	IMAGE:417160	W87651	W87652	W87651,W87652
7192	SID W 417258, H.sapiens mRNA for fibrinogen-like protein (pT49 protein) [5':W87942, 3':W87943]	IMAGE:417258	W87942	W87943	W87942,W87943
7193	 GS1 PROTEIN Chr.X [417066, (IW), 5':W87377, 3':W87378]	IMAGE:417066	W87377	W87378	W87377,W87378
7194	SID  417008, ESTs, Weakly similar to No definition line found [C.elegans] [5':, 3':W87796]	IMAGE:417008		W87796	W87796
7195	SNRPE Small nuclear ribonucleoprotein polypeptide E Chr.1 [417055, (EW), 5':W87901, 3':W87610]	IMAGE:417055	W87901	W87610	W87901,W87610
7196	SID W 417057, Collagen, type XV, alpha 1 [5':W87902, 3':W87800]	IMAGE:417057	W87902	W87800	W87902,W87800
7197	SID  417178, ESTs, Highly  similar to COMPLEMENT C1Q SUBCOMPONENT, A CHAIN PRECURSOR [Homo sapiens] [5':, 3':W87494]	IMAGE:417178		W87494	W87494
7198	SID  416923, ESTs [5':W87697, 3':W87698]	IMAGE:416923	W87697	W87698	W87697,W87698
7199	SID  416928, ESTs [5':W87509, 3':W87481]	IMAGE:416928	W87509	W87481	W87509,W87481
7200	 ESTs Chr.11 [416932, (IW), 5':W87511, 3':W87483]	IMAGE:416932	W87511	W87483	W87511,W87483
7201	 Homo sapiens delta7-sterol reductase mRNA, complete cds Chr.10 [416917, (EW), 5':W87507, 3':W87479]	IMAGE:416917	W87507	W87479	W87507,W87479
7202	 Homo sapiens clone 24477 mRNA sequence Chr.18 [417003, (EW), 5':W87678, 3':W87762]	IMAGE:417003	W87678	W87762	W87678,W87762
7203	 Human checkpoint suppressor 1 mRNA, complete cds Chr.14 [417171, (IW), 5':W87352, 3':W87296]	IMAGE:417171	W87352	W87296	W87352,W87296
7204	 ESTs, Highly  similar to POL POLYPROTEIN [Moloney murine leukemia virus] Chr.17 [417048, (IW), 5':W87891, 3':W87820]	IMAGE:417048	W87891	W87820	W87891,W87820
7205	SID  417285, Fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor recep [5':W87789, 3':W87790]	IMAGE:417285	W87789	W87790	W87789,W87790
7206	SID  417089, Ribosomal protein S24 [5':W87395, 3':W87396]	IMAGE:417089	W87395	W87396	W87395,W87396
7207	SID W 417148, MHC class II DQ alpha [5':W87573, 3':W87428]	IMAGE:417148	W87573	W87428	W87573,W87428
7208	 Human OS-9 precurosor mRNA, complete cds Chr.12 [417136, (IW), 5':W87638, 3':W87639]	IMAGE:417136	W87638	W87639	W87638,W87639
7209	RXRA Retinoid X receptor, alpha Chr.9 [417218, (DW), 5':W87857, 3':W87687]	IMAGE:417218	W87857	W87687	W87857,W87687
7210	 CCAAT BOX-BINDING TRANSCRIPTION FACTOR 1 Chr.19 [417127, (I), 5':W87567, 3':W87473]	IMAGE:417127	W87567	W87473	W87567,W87473
7211	SID W 417106, ESTs, Weakly similar to No definition line found [C.elegans] [5':W87550, 3':W87451]	IMAGE:417106	W87550	W87451	W87550,W87451
7212	SID  417068, ESTs [5':W87379, 3':W87380]	IMAGE:417068	W87379	W87380	W87379,W87380
7213	 ESTs Chr.X [417103, (I), 5':, 3':W87457]	IMAGE:417103		W87457	W87457
7214	 ESTs Chr.X [417113, (RW), 5':W87633, 3':W87634]	IMAGE:417113	W87633	W87634	W87633,W87634
7215	 ESTs Chr.6 [417239, (IR), 5':W87938, 3':W87939]	IMAGE:417239	W87938	W87939	W87938,W87939
7216	SID  417079, ESTs [5':, 3':W87825]	IMAGE:417079		W87825	W87825
7217	SID W 417224, ESTs [5':W87860, 3':W87690]	IMAGE:417224	W87860	W87690	W87860,W87690
7218	SID  417244, Ribophorin II [5':, 3':W87773]	IMAGE:417244		W87773	W87773
7219	 ESTs, Highly similar to homogentisate 1,2-dioxygenase [H.sapiens] Chr.3 [417097, (I), 5':, 3':W87454]	IMAGE:417097		W87454	W87454
7220	 ESTs Chr. [417067, (R), 5':W87384, 3':W87385]	IMAGE:417067	W87384	W87385	W87384,W87385
7221	 ESTs Chr.14 [416980, (IW), 5':W87618, 3':W87534]	IMAGE:416980	W87618	W87534	W87618,W87534
7222	 ESTs, Moderately similar to LIV-1 protein [H.sapiens] Chr.12 [416978, (R), 5':W87617, 3':W87533]	IMAGE:416978	W87617	W87533	W87617,W87533
7223	 Homo sapiens clone 24736 mRNA sequence Chr.14 [417084, (IR), 5':, 3':W87810]	IMAGE:417084		W87810	W87810
7224	 Homo sapiens delta7-sterol reductase mRNA, complete cds Chr.10 [417125, (E), 5':, 3':W87472]	IMAGE:417125		W87472	W87472
7225	 ESTs Chr.4 [417130, (I), 5':W87563, 3':W87467]	IMAGE:417130	W87563	W87467	W87563,W87467
7226	SID W 416927, ESTs [5':W87701, 3':W87702]	IMAGE:416927	W87701	W87702	W87701,W87702
7227	SID W 417250, ESTs [5':W87874, 3':W87776]	IMAGE:417250	W87874	W87776	W87874,W87776
7228	SID  417030, ESTs [5':W87884, 3':W87769]	IMAGE:417030	W87884	W87769	W87884,W87769
7229	SID  417040, ESTs [5':, 3':W87367]	IMAGE:417040		W87367	W87367
7230	SID  417398, Ataxin 1 [5':, 3':W88471]	IMAGE:417398		W88471	W88471
7231	CPB2 Prepro-plasma carboxypeptidase B Chr.13 [417343, (IW), 5':W88434, 3':W89198]	IMAGE:417343	W88434	W89198	W88434,W89198
7232	 Human lymphoid-restricted membrane protein (Jaw1) mRNA, complete cds Chr.12 [417502, (IW), 5':W88798, 3':W88799]	IMAGE:417502	W88798	W88799	W88798,W88799
7233	PSG11 Pregnancy-specific beta-1 glycoprotein 11 Chr.19 [417401, (I), 5':, 3':W88565]	IMAGE:417401		W88565	W88565
7234	SID W 417362, Casein kinase 2, alpha 1 polypeptide [5':W88440, 3':W89204]	IMAGE:417362	W88440	W89204	W88440,W89204
7235	 Human mRNA for collagen binding protein 2, complete cds Chr.11 [417353, (DI), 5':W90054, 3':W90013]	IMAGE:417353	W90054	W90013	W90054,W90013
7236	SID W 417569, Adducin 1 (alpha) [5':W88837, 3':W88838]	IMAGE:417569	W88837	W88838	W88837,W88838
7237	HFL1 H factor (complement)-like 1 Chr.1 [417300, (IW), 5':W88909, 3':W88788]	IMAGE:417300	W88909	W88788	W88909,W88788
7238	ATP6E ATPase, H+ transporting, lysosomal (vacuolar proton pump) 31kD Chr.22 [417475, (IW), 5':W88588, 3':W88589]	IMAGE:417475	W88588	W88589	W88588,W88589
7239	SID W 417631, Heme oxygenase (decycling) 1 [5':W88506, 3':W90397]	IMAGE:417631	W88506	W90397	W88506,W90397
7240	CAT Catalase Chr.11 [417469, (I), 5':W89091, 3':W89002]	IMAGE:417469	W89091	W89002	W89091,W89002
7241	 Human mRNA for carnitine palmitoyltransferase I, complete cds Chr.22 [417593, (IW), 5':W89011, 3':W89012]	IMAGE:417593	W89011	W89012	W89011,W89012
7242	 H.sapiens mRNA for hFat protein Chr.4 [417322, (IW), 5':W88923, 3':W89180]	IMAGE:417322	W88923	W89180	W88923,W89180
7243	SID W 417320, Plasminogen activator, tissue type (t-PA) [5':W88922, 3':W89129]	IMAGE:417320	W88922	W89129	W88922,W89129
7244	*MAP KINASE PHOSPHATASE-1 SID W 417503, Uroporphyrinogen III synthase [5':W88806, 3':W88807]	IMAGE:417503	W88806	W88807	W88806,W88807
7245	 Homo sapiens citrate synthase mRNA, complete cds Chr.12 [417607, (IW), 5':W88454, 3':W90021]	IMAGE:417607	W88454	W90021	W88454,W90021
7246	 LOW AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR III-1 PRECURSOR Chr.1 [417517, (IW), 5':W88680, 3':W88619]	IMAGE:417517	W88680	W88619	W88680,W88619
7247	SID  417435, ESTs [5':W89047, 3':W88984]	IMAGE:417435	W89047	W88984	W89047,W88984
7248	EHHADH Enyol-coA: hydratase 3-hydroxyacyl-coA dehydrogenase Chr.3 [417514, (EW), 5':W88902, 3':W88658]	IMAGE:417514	W88902	W88658	W88902,W88658
7249	 Homo sapiens mRNA for ST1C2, complete cds Chr.2 [417508, (IRW), 5':W88899, 3':W88655]	IMAGE:417508	W88899	W88655	W88899,W88655
7250	 ESTs, Highly  similar to ATPASE INHIBITOR, MITOCHONDRIAL PRECURSOR [Rattus norvegicus] Chr.1 [417427, (I), 5':, 3':W88576]	IMAGE:417427		W88576	W88576
7251	SID W 417649, Homo sapiens chromosome 1q21-1q23 beta-1,4-galactosyltransferase mRNA, complete cds [5':W88517, 3':W90417]	IMAGE:417649	W88517	W90417	W88517,W90417
7252	 Homo sapiens histone macroH2A1.2 mRNA, complete cds Chr.5 [417529, (IW), 5':W88688, 3':W88674]	IMAGE:417529	W88688	W88674	W88688,W88674
7253	SID W 417295, ESTs, Highly  similar to ZINC FINGER PROTEIN ZFP-35 [Mus musculus] [5':W88914, 3':W89121]	IMAGE:417295	W88914	W89121	W88914,W89121
7254	SID W 417479, Myosin, light polypeptide 2, regulatory, cardiac, slow [5':W88590, 3':W88591]	IMAGE:417479	W88590	W88591	W88590,W88591
7255	SID W 417562, Tuberin [5':W88858, 3':W88539]	IMAGE:417562	W88858	W88539	W88858,W88539
7256	 MAP KINASE PHOSPHATASE-1 Chr. [417357, (DI), 5':, 3':W90037]	IMAGE:417357		W90037	W90037
7257	*MAP KINASE PHOSPHATASE-1 SID W 417487, Homo sapiens RCL (Rcl) mRNA, complete cds [5':W88894, 3':W88650]	IMAGE:417487	W88894	W88650	W88894,W88650
7258	BRAF V-raf murine sarcoma viral oncogene homolog B1 Chr.7 [417403, (IR), 5':, 3':W88566]	IMAGE:417403		W88566	W88566
7259	 ESTs, Weakly similar to coded for by C. elegans cDNA yk3b5.5 [C.elegans] Chr.17 [417491, (IW), 5':W88896, 3':W88652]	IMAGE:417491	W88896	W88652	W88896,W88652
7260	SID W 417642, ESTs, Weakly similar to HYPOTHETICAL 85.0 KD PROTEIN IN CPA2-ATP2 INTERGENIC REGION [S.cerevisia [5':W89023, 3':W89024]	IMAGE:417642	W89023	W89024	W89023,W89024
7261	 H.sapiens mRNA for MHC class I promoter binding protein Chr.6 [417464, (I), 5':, 3':W88994]	IMAGE:417464		W88994	W88994
7262	SID W 417660, ESTs [5':W88515, 3':W90415]	IMAGE:417660	W88515	W90415	W88515,W90415
7263	 ESTs Chr. [417617, (I), 5':W89017, 3':W89018]	IMAGE:417617	W89017	W89018	W89017,W89018
7264	H.sapiens mRNA for canalicular multidrug resistance protein  Chr. [417592, (E), 5':W89004, 3':W89005]	IMAGE:417592	W89004	W89005	W89004,W89005
7265	SID  417381, ESTs, Weakly similar to weak similarity to ribosomal protein L14 [C.elegans] [5':, 3':W90042]	IMAGE:417381		W90042	W90042
7266	 Homo sapiens protein 4.1-G mRNA, complete cds Chr.6 [417426, (RE), 5':, 3':W88572]	IMAGE:417426		W88572	W88572
7267	 ESTs, Moderately similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens] Chr.X [417543, (IW), 5':W88852, 3':W88533]	IMAGE:417543	W88852	W88533	W88852,W88533
7268	  Chr. [417494, (IR), 5':W88890, 3':W88646]	IMAGE:417494	W88890	W88646	W88890,W88646
7269	SID W 417392, ESTs, Weakly similar to HYPOTHETICAL 42.0 KD PROTEIN F25B5.3 IN CHROMOSOME III [C.elegans] [5':W89033, 3':W88468]	IMAGE:417392	W89033	W88468	W89033,W88468
7270	 ESTs Chr.13 [417465, (I), 5':, 3':W89000]	IMAGE:417465		W89000	W89000
7271	 ESTs Chr.4 [417637, (RW), 5':W88508, 3':W90399]	IMAGE:417637	W88508	W90399	W88508,W90399
7272	SID W 417605, ESTs [5':W88453, 3':W90020]	IMAGE:417605	W88453	W90020	W88453,W90020
7273	SID  417359, ESTs, Weakly similar to coded for by C. elegans cDNA yk102d10.5 [C.elegans] [5':, 3':W90038]	IMAGE:417359		W90038	W90038
7274	 Human mRNA for KIAA0314 gene, partial cds Chr.12 [417509, (IRW), 5':W88907, 3':W88615]	IMAGE:417509	W88907	W88615	W88907,W88615
7275	SID W 417557, ESTs [5':W89112, 3':W89070]	IMAGE:417557	W89112	W89070	W89112,W89070
7276	DNA-DIRECTED RNA POLYMERASE II 14.5 KD POLYPEPTIDESID  417439,  [5':W89079, 3':W88986]	IMAGE:417439	W89079	W88986	W89079,W88986
7277	SID  417358, ESTs, Weakly similar to W08E3.1 [C.elegans] [5':W90053, 3':W90012]	IMAGE:417358	W90053	W90012	W90053,W90012
7278	SID  417540, ESTs [5':, 3':W88673]	IMAGE:417540		W88673	W88673
7279	SID W 417602, ESTs [5':W88486, 3':W90066]	IMAGE:417602	W88486	W90066	W88486,W90066
7280	SID W 417405, Homo sapiens glycogenin-2 gamma (glycogenin-2) mRNA, complete cds [5':W88567, 3':W88568]	IMAGE:417405	W88567	W88568	W88567,W88568
7281	CSTF3 Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kD Chr.11 [417897, (IW), 5':W90401, 3':W90141]	IMAGE:417897	W90401	W90141	W90401,W90141
7282	 P80-COILIN Chr.17 [417783, (IW), 5':W88706, 3':W88740]	IMAGE:417783	W88706	W88740	W88706,W88740
7283	SID  417967, Sex hormone-binding globulin [5':W90301, 3':W90612]	IMAGE:417967	W90301	W90612	W90301,W90612
7284	SOD1 Superoxide dismutase 1 (Cu/Zn) Chr.21 [417829, (IW), 5':W88872, 3':W88666]	IMAGE:417829	W88872	W88666	W88872,W88666
7285	SID W 417899, Myotubular myopathy 1 [5':W90402, 3':W90142]	IMAGE:417899	W90402	W90142	W90402,W90142
7286	BMI1 Murine leukemia viral (bmi-1) oncogene homolog Chr.10 [418004, (REW), 5':W90704, 3':W90705]	IMAGE:418004	W90704	W90705	W90704,W90705
7287	SID W 417703, Homo sapiens AIM1 mRNA for aurora and IPL1-like midbody-associated protein kinase-1, complete cd [5':W89058, 3':W88963]	IMAGE:417703	W89058	W88963	W89058,W88963
7288	 H.sapiens mRNA for M130 antigen Chr.12 [417857, (IW), 5':W89173, 3':W89174]	IMAGE:417857	W89173	W89174	W89173,W89174
7289	 Human mRNA for KIAA0016 gene, complete cds Chr.1 [417852, (IW), 5':W88877, 3':W88764]	IMAGE:417852	W88877	W88764	W88877,W88764
7290	SID W 418043, Homo sapiens STE20-like kinase 3 (mst-3) mRNA, complete cds [5':W90336, 3':W90537]	IMAGE:418043	W90336	W90537	W90336,W90537
7291	SID  418006, ESTs, Highly  similar to POLYADENYLATE-BINDING PROTEIN [Homo sapiens] [5':W90706, 3':W90707]	IMAGE:418006	W90706	W90707	W90706,W90707
7292	 ESTs, Highly  similar to HYPOTHETICAL 13.6 KD PROTEIN IN NUP170-ILS1 INTERGENIC REGION [Saccharo Chr.16 [417834, (IW), 5':W89153, 3':W89154]	IMAGE:417834	W89153	W89154	W89153,W89154
7293	SID W 417981, ESTs, Weakly similar to tetracycline transporter-like protein [M.musculus] [5':W90679, 3':W90680]	IMAGE:417981	W90679	W90680	W90679,W90680
7294	SID  418005, ESTs, Highly similar to The KIAA0144 gene product is novel. [H.sapiens] [5':, 3':W90711]	IMAGE:418005		W90711	W90711
